"flybase_gene_id" "start_position" "end_position" "chromosome_name" "gene_biotype"
"FBgn0002440" "FBgn0002440" 6123934 6128807 "3L" "protein_coding"
"FBgn0002441" "FBgn0002441" 27266326 27273273 "3R" "protein_coding"
"FBgn0002466" "FBgn0002466" 12507998 12514815 "3L" "protein_coding"
"FBgn0002521" "FBgn0002521" 1172469 1181628 "4" "protein_coding"
"FBgn0002522" "FBgn0002522" 6661427 6678590 "3R" "protein_coding"
"FBgn0002524" "FBgn0002524" 15499127 15505018 "2L" "protein_coding"
"FBgn0002525" "FBgn0002525" 5542480 5546642 "2L" "protein_coding"
"FBgn0002526" "FBgn0002526" 6203831 6218022 "3L" "protein_coding"
"FBgn0002531" "FBgn0002531" 8430115 8431243 "2R" "protein_coding"
"FBgn0002533" "FBgn0002533" 8433797 8434785 "2R" "protein_coding"
"FBgn0002534" "FBgn0002534" 8435310 8436095 "2R" "protein_coding"
"FBgn0002535" "FBgn0002535" 8437647 8438495 "2R" "protein_coding"
"FBgn0002542" "FBgn0002542" 7920431 7924491 "3R" "protein_coding"
"FBgn0002543" "FBgn0002543" 1380086 1420453 "2L" "protein_coding"
"FBgn0002552" "FBgn0002552" 8914524 8918234 "2R" "protein_coding"
"FBgn0002561" "FBgn0002561" 409721 410817 "X" "protein_coding"
"FBgn0002562" "FBgn0002562" 12490291 12492982 "X" "protein_coding"
"FBgn0002563" "FBgn0002563" 898500 901316 "2L" "protein_coding"
"FBgn0002564" "FBgn0002564" 66430 68995 "3L" "protein_coding"
"FBgn0002565" "FBgn0002565" 12129393 12131869 "3L" "protein_coding"
"FBgn0002566" "FBgn0002566" 22924795 22943135 "2L" "protein_coding"
"FBgn0002567" "FBgn0002567" 9177864 9186342 "2R" "protein_coding"
"FBgn0002569" "FBgn0002569" 8453627 8455782 "2R" "protein_coding"
"FBgn0002570" "FBgn0002570" 8449664 8451904 "2R" "protein_coding"
"FBgn0002571" "FBgn0002571" 8455909 8457892 "2R" "protein_coding"
"FBgn0002573" "FBgn0002573" 13396228 13401125 "3L" "protein_coding"
"FBgn0002576" "FBgn0002576" 9284649 9303636 "X" "protein_coding"
"FBgn0002577" "FBgn0002577" 11754273 11769508 "X" "protein_coding"
"FBgn0002578" "FBgn0002578" 26014721 26016487 "3R" "protein_coding"
"FBgn0002579" "FBgn0002579" 628338 629483 "X" "protein_coding"
"FBgn0002590" "FBgn0002590" 17143588 17148264 "X" "protein_coding"
"FBgn0002592" "FBgn0002592" 26016514 26017470 "3R" "protein_coding"
"FBgn0002593" "FBgn0002593" 419952 420864 "2L" "protein_coding"
"FBgn0002609" "FBgn0002609" 26021823 26023127 "3R" "protein_coding"
"FBgn0002622" "FBgn0002622" 23358812 23360207 "3R" "protein_coding"
"FBgn0002626" "FBgn0002626" 30045229 30046161 "3R" "protein_coding"
"FBgn0002629" "FBgn0002629" 26023821 26024579 "3R" "protein_coding"
"FBgn0002631" "FBgn0002631" 26028854 26029735 "3R" "protein_coding"
"FBgn0002632" "FBgn0002632" 26032911 26034047 "3R" "protein_coding"
"FBgn0002633" "FBgn0002633" 26037038 26038019 "3R" "protein_coding"
"FBgn0002638" "FBgn0002638" 5930262 5932773 "3L" "protein_coding"
"FBgn0002641" "FBgn0002641" 20429675 20433210 "X" "protein_coding"
"FBgn0002643" "FBgn0002643" 13991203 14060356 "2R" "protein_coding"
"FBgn0002645" "FBgn0002645" 32055279 32068441 "3R" "protein_coding"
"FBgn0002673" "FBgn0002673" 16259414 16261877 "2L" "protein_coding"
"FBgn0002707" "FBgn0002707" 4314230 4318801 "X" "protein_coding"
"FBgn0002709" "FBgn0002709" 17135985 17142990 "X" "protein_coding"
"FBgn0002715" "FBgn0002715" 22122101 22124566 "2R" "protein_coding"
"FBgn0002716" "FBgn0002716" 19456170 19459523 "2R" "protein_coding"
"FBgn0002719" "FBgn0002719" 12713103 12722442 "3R" "protein_coding"
"FBgn0002723" "FBgn0002723" 11616124 11621280 "X" "protein_coding"
"FBgn0002732" "FBgn0002732" 26010893 26011568 "3R" "protein_coding"
"FBgn0002733" "FBgn0002733" 26005046 26006023 "3R" "protein_coding"
"FBgn0002734" "FBgn0002734" 25997621 25998633 "3R" "protein_coding"
"FBgn0002735" "FBgn0002735" 25999851 26000761 "3R" "protein_coding"
"FBgn0002736" "FBgn0002736" 21128577 21129737 "2R" "protein_coding"
"FBgn0002772" "FBgn0002772" 27657078 27660177 "3R" "protein_coding"
"FBgn0002773" "FBgn0002773" 30171438 30174551 "3R" "protein_coding"
"FBgn0002774" "FBgn0002774" 5974857 5980778 "2R" "protein_coding"
"FBgn0002775" "FBgn0002775" 7123213 7125533 "3L" "protein_coding"
"FBgn0002778" "FBgn0002778" 14985100 14991667 "3L" "protein_coding"
"FBgn0002780" "FBgn0002780" 32052060 32054974 "3R" "protein_coding"
"FBgn0002781" "FBgn0002781" 21350846 21377401 "3R" "protein_coding"
"FBgn0002783" "FBgn0002783" 15968134 15972913 "3R" "protein_coding"
"FBgn0002787" "FBgn0002787" 24400028 24404527 "2R" "protein_coding"
"FBgn0002789" "FBgn0002789" 13246670 13248880 "2R" "protein_coding"
"FBgn0002791" "FBgn0002791" 23972431 23975408 "2R" "protein_coding"
"FBgn0002838" "FBgn0002838" 26875852 26876562 "3R" "protein_coding"
"FBgn0002842" "FBgn0002842" 21405425 21406738 "3L" "protein_coding"
"FBgn0002855" "FBgn0002855" 5892883 5893896 "2L" "protein_coding"
"FBgn0002856" "FBgn0002856" 5892298 5892862 "2L" "protein_coding"
"FBgn0002862" "FBgn0002862" 13827151 13828008 "3R" "protein_coding"
"FBgn0002863" "FBgn0002863" 24228975 24229279 "3R" "protein_coding"
"FBgn0002865" "FBgn0002865" 28291338 28292656 "3R" "protein_coding"
"FBgn0002868" "FBgn0002868" 9783407 9784370 "3R" "protein_coding"
"FBgn0002869" "FBgn0002869" 20503102 20503746 "3R" "protein_coding"
"FBgn0002872" "FBgn0002872" 1942734 1947475 "3L" "protein_coding"
"FBgn0002873" "FBgn0002873" 14247732 14258595 "X" "protein_coding"
"FBgn0002878" "FBgn0002878" 13722246 13727113 "X" "protein_coding"
"FBgn0002887" "FBgn0002887" 8438169 8442342 "2L" "protein_coding"
"FBgn0002891" "FBgn0002891" 7793625 7801044 "2R" "protein_coding"
"FBgn0002899" "FBgn0002899" 8137808 8142014 "3L" "protein_coding"
"FBgn0002901" "FBgn0002901" 18109814 18112847 "3L" "protein_coding"
"FBgn0002905" "FBgn0002905" 12705523 12712299 "3R" "protein_coding"
"FBgn0002906" "FBgn0002906" 11736810 11741783 "3R" "protein_coding"
"FBgn0002909" "FBgn0002909" 7329132 7333471 "3L" "protein_coding"
"FBgn0002914" "FBgn0002914" 15854832 15857823 "X" "protein_coding"
"FBgn0002917" "FBgn0002917" 14266367 14277416 "X" "protein_coding"
"FBgn0002921" "FBgn0002921" 20948714 20976239 "3R" "protein_coding"
"FBgn0002922" "FBgn0002922" 23712814 23718357 "3R" "protein_coding"
"FBgn0002924" "FBgn0002924" 29804290 29807127 "3R" "protein_coding"
"FBgn0002926" "FBgn0002926" 6593938 6603366 "3L" "protein_coding"
"FBgn0002930" "FBgn0002930" 7156477 7158241 "2R" "protein_coding"
"FBgn0002931" "FBgn0002931" 82421 87387 "2L" "protein_coding"
"FBgn0002932" "FBgn0002932" 9020348 9039471 "3R" "protein_coding"
"FBgn0002933" "FBgn0002933" 3242412 3242934 "X" "protein_coding"
"FBgn0002936" "FBgn0002936" 877302 878270 "2L" "protein_coding"
"FBgn0002937" "FBgn0002937" 13700565 13703164 "3R" "protein_coding"
"FBgn0002938" "FBgn0002938" 7377702 7384344 "2L" "protein_coding"
"FBgn0002939" "FBgn0002939" 18081628 18083608 "2L" "protein_coding"
"FBgn0002940" "FBgn0002940" 19886255 19888206 "3R" "protein_coding"
"FBgn0002941" "FBgn0002941" 21548661 21557182 "3R" "protein_coding"
"FBgn0002945" "FBgn0002945" 19003741 19045449 "3L" "protein_coding"
"FBgn0002948" "FBgn0002948" 11580772 11585750 "X" "protein_coding"
"FBgn0002962" "FBgn0002962" 19157238 19160202 "3R" "protein_coding"
"FBgn0002973" "FBgn0002973" 9437469 9464184 "2L" "protein_coding"
"FBgn0002985" "FBgn0002985" 3604224 3606756 "2L" "protein_coding"
"FBgn0002989" "FBgn0002989" 2989594 2992759 "2L" "protein_coding"
"FBgn0003002" "FBgn0003002" 4852813 4869979 "3R" "protein_coding"
"FBgn0003008" "FBgn0003008" 23967939 23968943 "2R" "protein_coding"
"FBgn0003009" "FBgn0003009" 23271257 23275536 "2R" "protein_coding"
"FBgn0003011" "FBgn0003011" 19659748 19663672 "3R" "protein_coding"
"FBgn0003015" "FBgn0003015" 8935126 8938395 "3R" "protein_coding"
"FBgn0003016" "FBgn0003016" 14599196 14689340 "2L" "protein_coding"
"FBgn0003023" "FBgn0003023" 8485008 8489535 "X" "protein_coding"
"FBgn0003028" "FBgn0003028" 5048273 5070929 "X" "protein_coding"
"FBgn0003034" "FBgn0003034" 13301635 13301922 "3L" "protein_coding"
"FBgn0003041" "FBgn0003041" 7896109 7911954 "3L" "protein_coding"
"FBgn0003042" "FBgn0003042" 21306138 21318020 "3L" "protein_coding"
"FBgn0003044" "FBgn0003044" 18135426 18139990 "2R" "protein_coding"
"FBgn0003046" "FBgn0003046" 7021682 7022470 "2L" "protein_coding"
"FBgn0003048" "FBgn0003048" 2225296 2238045 "X" "protein_coding"
"FBgn0003053" "FBgn0003053" 4617564 4627206 "X" "protein_coding"
"FBgn0003057" "FBgn0003057" 17225157 17226867 "X" "protein_coding"
"FBgn0003060" "FBgn0003060" 13611583 13612433 "3R" "protein_coding"
"FBgn0003062" "FBgn0003062" 23072909 23074725 "2R" "protein_coding"
"FBgn0003065" "FBgn0003065" 31763304 31764772 "3R" "protein_coding"
"FBgn0003067" "FBgn0003067" 18536767 18539416 "2R" "protein_coding"
"FBgn0003068" "FBgn0003068" 2685580 2692780 "X" "protein_coding"
"FBgn0003071" "FBgn0003071" 10109740 10117457 "2R" "protein_coding"
"FBgn0003074" "FBgn0003074" 8910900 8914069 "2R" "protein_coding"
"FBgn0003076" "FBgn0003076" 16126018 16128531 "3L" "protein_coding"
"FBgn0003079" "FBgn0003079" 2295466 2343870 "X" "protein_coding"
"FBgn0003082" "FBgn0003082" 7825289 7827319 "2R" "protein_coding"
"FBgn0003086" "FBgn0003086" 3248600 3249289 "X" "protein_coding"
"FBgn0003087" "FBgn0003087" 10362989 10364092 "2L" "protein_coding"
"FBgn0003089" "FBgn0003089" 19298623 19337609 "3L" "protein_coding"
"FBgn0003090" "FBgn0003090" 7150703 7223378 "2R" "protein_coding"
"FBgn0003091" "FBgn0003091" 16924655 16945126 "2R" "protein_coding"
"FBgn0003093" "FBgn0003093" 29039156 29049148 "3R" "protein_coding"
"FBgn0003114" "FBgn0003114" 20262958 20263684 "2R" "protein_coding"
"FBgn0003116" "FBgn0003116" 2181211 2182916 "X" "protein_coding"
"FBgn0003117" "FBgn0003117" 16026079 16041796 "3R" "protein_coding"
"FBgn0003118" "FBgn0003118" 23290231 23346167 "3R" "protein_coding"
"FBgn0003124" "FBgn0003124" 20309654 20313466 "3L" "protein_coding"
"FBgn0003129" "FBgn0003129" 8319025 8333792 "3R" "protein_coding"
"FBgn0003130" "FBgn0003130" 15826693 15835055 "2R" "protein_coding"
"FBgn0003132" "FBgn0003132" 15359101 15361061 "X" "protein_coding"
"FBgn0003134" "FBgn0003134" 24518270 24522331 "3R" "protein_coding"
"FBgn0003137" "FBgn0003137" 28520665 28540324 "3R" "protein_coding"
"FBgn0003139" "FBgn0003139" 6371065 6372915 "X" "protein_coding"
"FBgn0003140" "FBgn0003140" 17955396 17956570 "2R" "protein_coding"
"FBgn0003141" "FBgn0003141" 20073719 20075458 "2L" "protein_coding"
"FBgn0003145" "FBgn0003145" 12082995 12085827 "2L" "protein_coding"
"FBgn0003149" "FBgn0003149" 8732858 8745310 "3L" "protein_coding"
"FBgn0003159" "FBgn0003159" 2344949 2366356 "X" "protein_coding"
"FBgn0003162" "FBgn0003162" 21175315 21182608 "2R" "protein_coding"
"FBgn0003165" "FBgn0003165" 9066343 9237682 "3R" "protein_coding"
"FBgn0003169" "FBgn0003169" 14619030 14625703 "3R" "protein_coding"
"FBgn0003174" "FBgn0003174" 7282572 7300806 "2R" "protein_coding"
"FBgn0003175" "FBgn0003175" 22494297 22562065 "2R" "protein_coding"
"FBgn0003187" "FBgn0003187" 17486806 17497208 "2L" "protein_coding"
"FBgn0003189" "FBgn0003189" 16655359 16668712 "X" "protein_coding"
"FBgn0003204" "FBgn0003204" 10744502 10749097 "X" "protein_coding"
"FBgn0003205" "FBgn0003205" 9510561 9513067 "3R" "protein_coding"
"FBgn0003206" "FBgn0003206" 4139076 4141398 "3L" "protein_coding"
"FBgn0003209" "FBgn0003209" 8709880 8740660 "2L" "protein_coding"
"FBgn0003210" "FBgn0003210" 4535635 4540626 "X" "protein_coding"
"FBgn0003218" "FBgn0003218" 13762752 13779488 "X" "protein_coding"
"FBgn0003227" "FBgn0003227" 15823019 15832632 "3R" "protein_coding"
"FBgn0003231" "FBgn0003231" 19542468 19545548 "2L" "protein_coding"
"FBgn0003248" "FBgn0003248" 18899423 18901019 "3R" "protein_coding"
"FBgn0003249" "FBgn0003249" 20081060 20082450 "3R" "protein_coding"
"FBgn0003250" "FBgn0003250" 16852527 16862517 "3L" "protein_coding"
"FBgn0003254" "FBgn0003254" 19270078 19281396 "2R" "protein_coding"
"FBgn0003255" "FBgn0003255" 13982743 14001248 "2L" "protein_coding"
"FBgn0003256" "FBgn0003256" 1071462 1125927 "2R" "protein_coding"
"FBgn0003257" "FBgn0003257" 21070557 21073319 "3R" "protein_coding"
"FBgn0003261" "FBgn0003261" 6000426 6008579 "3R" "protein_coding"
"FBgn0003267" "FBgn0003267" 26876771 26881171 "3R" "protein_coding"
"FBgn0003268" "FBgn0003268" 31580951 31588244 "3R" "protein_coding"
"FBgn0003270" "FBgn0003270" 18596136 18596921 "2L" "protein_coding"
"FBgn0003274" "FBgn0003274" 16586129 16586732 "2R" "protein_coding"
"FBgn0003275" "FBgn0003275" 5371795 5372397 "3R" "protein_coding"
"FBgn0003277" "FBgn0003277" 11562800 11570326 "X" "protein_coding"
"FBgn0003278" "FBgn0003278" 404285 407969 "2L" "protein_coding"
"FBgn0003279" "FBgn0003279" 27922821 27924888 "3R" "protein_coding"
"FBgn0003285" "FBgn0003285" 2950399 2973834 "X" "protein_coding"
"FBgn0003292" "FBgn0003292" 11584122 11587770 "3L" "protein_coding"
"FBgn0003295" "FBgn0003295" 1370628 1387437 "3L" "protein_coding"
"FBgn0003300" "FBgn0003300" 20690670 20697321 "X" "protein_coding"
"FBgn0003301" "FBgn0003301" 14787478 14826073 "X" "protein_coding"
"FBgn0003302" "FBgn0003302" 6035753 6037800 "X" "protein_coding"
"FBgn0003308" "FBgn0003308" 13032528 13038020 "3R" "protein_coding"
"FBgn0003310" "FBgn0003310" 1049674 1077815 "2L" "protein_coding"
"FBgn0003312" "FBgn0003312" 11877235 11879754 "3R" "protein_coding"
"FBgn0003313" "FBgn0003313" 11484707 11486949 "2L" "protein_coding"
"FBgn0003317" "FBgn0003317" 7806484 7810067 "2R" "protein_coding"
"FBgn0003319" "FBgn0003319" 16116161 16145284 "3R" "protein_coding"
"FBgn0003321" "FBgn0003321" 10832752 10847092 "X" "protein_coding"
"FBgn0003326" "FBgn0003326" 12780541 12802010 "2R" "protein_coding"
"FBgn0003330" "FBgn0003330" 27680431 27682029 "3R" "protein_coding"
"FBgn0003334" "FBgn0003334" 9633359 9637611 "3R" "protein_coding"
"FBgn0003339" "FBgn0003339" 6823120 6849981 "3R" "protein_coding"
"FBgn0003345" "FBgn0003345" 15804370 15827682 "X" "protein_coding"
"FBgn0003346" "FBgn0003346" 19441959 19447317 "2L" "protein_coding"
"FBgn0003353" "FBgn0003353" 24047411 24053035 "2R" "protein_coding"
"FBgn0003356" "FBgn0003356" 29923754 29924615 "3R" "protein_coding"
"FBgn0003357" "FBgn0003357" 29922216 29923455 "3R" "protein_coding"
"FBgn0003358" "FBgn0003358" 29925226 29926189 "3R" "protein_coding"
"FBgn0003360" "FBgn0003360" 10780893 10786958 "X" "protein_coding"
"FBgn0003366" "FBgn0003366" 11071441 11086299 "X" "protein_coding"
"FBgn0003371" "FBgn0003371" 2633952 2679553 "X" "protein_coding"
"FBgn0003372" "FBgn0003372" 4937409 4941423 "2L" "protein_coding"
"FBgn0003373" "FBgn0003373" 11512221 11513402 "3L" "protein_coding"
"FBgn0003374" "FBgn0003374" 3250089 3251040 "X" "protein_coding"
"FBgn0003375" "FBgn0003375" 17595362 17596112 "3R" "protein_coding"
"FBgn0003377" "FBgn0003377" 11509861 11510247 "3L" "protein_coding"
"FBgn0003378" "FBgn0003378" 11508967 11509394 "3L" "protein_coding"
"FBgn0003380" "FBgn0003380" 17924307 18063247 "X" "protein_coding"
"FBgn0003382" "FBgn0003382" 11324314 11336463 "2R" "protein_coding"
"FBgn0003386" "FBgn0003386" 3718185 3729145 "2L" "protein_coding"
"FBgn0003388" "FBgn0003388" 14614458 14622205 "3L" "protein_coding"
"FBgn0003390" "FBgn0003390" 6771463 6779659 "X" "protein_coding"
"FBgn0003391" "FBgn0003391" 21049654 21057197 "2R" "protein_coding"
"FBgn0003392" "FBgn0003392" 15892116 15906716 "X" "protein_coding"
"FBgn0003396" "FBgn0003396" 11159086 11217394 "2R" "protein_coding"
"FBgn0003401" "FBgn0003401" 23841461 23843286 "2R" "protein_coding"
"FBgn0003410" "FBgn0003410" 16853751 16858712 "3L" "protein_coding"
"FBgn0003411" "FBgn0003411" 11321579 11322357 "X" "protein_coding"
"FBgn0003415" "FBgn0003415" 20992814 21027434 "3L" "protein_coding"
"FBgn0003416" "FBgn0003416" 16350315 16356482 "X" "protein_coding"
"FBgn0003423" "FBgn0003423" 21374002 21385159 "X" "protein_coding"
"FBgn0003429" "FBgn0003429" 24662491 24711595 "3R" "protein_coding"
"FBgn0003430" "FBgn0003430" 3825675 3827099 "2L" "protein_coding"
"FBgn0003435" "FBgn0003435" 19517864 19631508 "2R" "protein_coding"
"FBgn0003444" "FBgn0003444" 277582 282167 "2L" "protein_coding"
"FBgn0003447" "FBgn0003447" 7964024 7986601 "X" "protein_coding"
"FBgn0003448" "FBgn0003448" 15476593 15478260 "2L" "protein_coding"
"FBgn0003449" "FBgn0003449" 5309242 5310501 "X" "protein_coding"
"FBgn0003450" "FBgn0003450" 13040165 13042770 "3R" "protein_coding"
"FBgn0003459" "FBgn0003459" 14402930 14409939 "3L" "protein_coding"
"FBgn0003460" "FBgn0003460" 7419350 7434872 "2R" "protein_coding"
"FBgn0003462" "FBgn0003462" 11112281 11113740 "3L" "protein_coding"
"FBgn0003463" "FBgn0003463" 15603283 15633434 "X" "protein_coding"
"FBgn0003464" "FBgn0003464" 21350280 21357912 "X" "protein_coding"
"FBgn0003475" "FBgn0003475" 20311219 20348386 "2L" "protein_coding"
"FBgn0003479" "FBgn0003479" 30054696 30056037 "3R" "protein_coding"
"FBgn0003480" "FBgn0003480" 14328051 14329608 "3R" "protein_coding"
"FBgn0003482" "FBgn0003482" 27165716 27167122 "3R" "protein_coding"
"FBgn0003483" "FBgn0003483" 15837419 15844415 "3R" "protein_coding"
"FBgn0003486" "FBgn0003486" 5590083 5592571 "3L" "protein_coding"
"FBgn0003495" "FBgn0003495" 27064990 27070070 "3R" "protein_coding"
"FBgn0003499" "FBgn0003499" 18090803 18135583 "3R" "protein_coding"
"FBgn0003502" "FBgn0003502" 8258373 8301079 "2L" "protein_coding"
"FBgn0003507" "FBgn0003507" 15986152 16004085 "3R" "protein_coding"
"FBgn0003510" "FBgn0003510" 30039719 30043071 "3R" "protein_coding"
"FBgn0003511" "FBgn0003511" 30039719 30043071 "3R" "protein_coding"
"FBgn0003512" "FBgn0003512" 30043341 30044886 "3R" "protein_coding"
"FBgn0003513" "FBgn0003513" 16374434 16403690 "3R" "protein_coding"
"FBgn0003514" "FBgn0003514" 6223061 6225140 "X" "protein_coding"
"FBgn0003515" "FBgn0003515" 16497651 16500460 "3L" "protein_coding"
"FBgn0003517" "FBgn0003517" 1481797 1483413 "X" "protein_coding"
"FBgn0003520" "FBgn0003520" 18117896 18125779 "2R" "protein_coding"
"FBgn0003525" "FBgn0003525" 29251826 29255800 "3R" "protein_coding"
"FBgn0003527" "FBgn0003527" 12570367 12571883 "2R" "protein_coding"
"FBgn0003545" "FBgn0003545" 17745500 17748078 "2R" "protein_coding"
"FBgn0003557" "FBgn0003557" 2037714 2044372 "2L" "protein_coding"
"FBgn0003559" "FBgn0003559" 23096771 23101431 "X" "protein_coding"
"FBgn0003567" "FBgn0003567" 14304455 14308589 "3R" "protein_coding"
"FBgn0003575" "FBgn0003575" 635890 643760 "X" "protein_coding"
"FBgn0003598" "FBgn0003598" 13264364 13270038 "3R" "protein_coding"
"FBgn0003607" "FBgn0003607" 8209626 8211122 "2L" "protein_coding"
"FBgn0003612" "FBgn0003612" 9116122 9122000 "2R" "protein_coding"
"FBgn0003638" "FBgn0003638" 1012779 1046040 "X" "protein_coding"
"FBgn0003651" "FBgn0003651" 12258737 12302785 "3R" "protein_coding"
"FBgn0003654" "FBgn0003654" 20227961 20236382 "X" "protein_coding"
"FBgn0003655" "FBgn0003655" 6363418 6365708 "X" "protein_coding"
"FBgn0003656" "FBgn0003656" 7956820 7968236 "X" "protein_coding"
"FBgn0003660" "FBgn0003660" 10249435 10252417 "2R" "protein_coding"
"FBgn0003676" "FBgn0003676" 22489105 22491439 "3R" "protein_coding"
"FBgn0003683" "FBgn0003683" 18592303 18593771 "3L" "protein_coding"
"FBgn0003687" "FBgn0003687" 21686192 21687642 "2R" "protein_coding"
"FBgn0003701" "FBgn0003701" 17861273 17865963 "2R" "protein_coding"
"FBgn0003710" "FBgn0003710" 4188499 4193788 "3L" "protein_coding"
"FBgn0003714" "FBgn0003714" 2442313 2443976 "X" "protein_coding"
"FBgn0003716" "FBgn0003716" 5219000 5271384 "2L" "protein_coding"
"FBgn0003719" "FBgn0003719" 24749731 24753510 "3R" "protein_coding"
"FBgn0003720" "FBgn0003720" 30852315 30854400 "3R" "protein_coding"
"FBgn0003721" "FBgn0003721" 15278220 15308779 "3R" "protein_coding"
"FBgn0003731" "FBgn0003731" 21522420 21559977 "2R" "protein_coding"
"FBgn0003733" "FBgn0003733" 7705183 7709184 "2R" "protein_coding"
"FBgn0003741" "FBgn0003741" 16590059 16591050 "3L" "protein_coding"
"FBgn0003742" "FBgn0003742" 14602004 14604337 "2R" "protein_coding"
"FBgn0003744" "FBgn0003744" 19830864 19834304 "3L" "protein_coding"
"FBgn0003747" "FBgn0003747" 5680617 5682488 "X" "protein_coding"
"FBgn0003748" "FBgn0003748" 21074018 21088945 "2R" "protein_coding"
"FBgn0003751" "FBgn0003751" 10271443 10272324 "2L" "protein_coding"
"FBgn0003861" "FBgn0003861" 29914521 29920289 "3R" "protein_coding"
"FBgn0003862" "FBgn0003862" 14263358 14286903 "3R" "protein_coding"
"FBgn0003863" "FBgn0003863" 11344260 11345119 "2R" "protein_coding"
"FBgn0003865" "FBgn0003865" 11988062 11988948 "X" "protein_coding"
"FBgn0003866" "FBgn0003866" 21828593 21837011 "2L" "protein_coding"
"FBgn0003867" "FBgn0003867" 21778114 21782536 "3R" "protein_coding"
"FBgn0003870" "FBgn0003870" 31713867 31735392 "3R" "protein_coding"
"FBgn0003882" "FBgn0003882" 4387742 4389813 "3R" "protein_coding"
"FBgn0003884" "FBgn0003884" 7086599 7088839 "3R" "protein_coding"
"FBgn0003885" "FBgn0003885" 7530753 7532732 "3R" "protein_coding"
"FBgn0003886" "FBgn0003886" 9731221 9733250 "3R" "protein_coding"
"FBgn0003888" "FBgn0003888" 24305881 24313099 "2R" "protein_coding"
"FBgn0003889" "FBgn0003889" 9408383 9410282 "3R" "protein_coding"
"FBgn0003890" "FBgn0003890" 27967008 27988384 "3R" "protein_coding"
