"flybase_gene_id" "start_position" "end_position" "chromosome_name" "gene_biotype"
"FBgn0004363" "FBgn0004363" 10847227 10850848 "2L" "protein_coding"
"FBgn0004364" "FBgn0004364" 20111511 20116932 "2R" "protein_coding"
"FBgn0004369" "FBgn0004369" 29377646 29487131 "3R" "protein_coding"
"FBgn0004373" "FBgn0004373" 305393 319884 "3L" "protein_coding"
"FBgn0004380" "FBgn0004380" 5356864 5359392 "3L" "protein_coding"
"FBgn0004381" "FBgn0004381" 11795614 11798875 "3L" "protein_coding"
"FBgn0004387" "FBgn0004387" 27547775 27559145 "3R" "protein_coding"
"FBgn0004390" "FBgn0004390" 9839093 9855285 "3L" "protein_coding"
"FBgn0004395" "FBgn0004395" 23149653 23157862 "3R" "protein_coding"
"FBgn0004396" "FBgn0004396" 15535395 15553214 "3L" "protein_coding"
"FBgn0004401" "FBgn0004401" 17638103 17645036 "3L" "protein_coding"
"FBgn0004406" "FBgn0004406" 13823980 13827772 "2L" "protein_coding"
"FBgn0004407" "FBgn0004407" 13831482 13833105 "2L" "protein_coding"
"FBgn0004419" "FBgn0004419" 10239341 10242172 "2L" "protein_coding"
"FBgn0004429" "FBgn0004429" 1218082 1218696 "3L" "protein_coding"
"FBgn0004435" "FBgn0004435" 12612740 12623197 "2R" "protein_coding"
"FBgn0004436" "FBgn0004436" 4948755 4952682 "3R" "protein_coding"
"FBgn0004449" "FBgn0004449" 22293044 22407863 "3L" "protein_coding"
"FBgn0004463" "FBgn0004463" 12039041 12042623 "2R" "protein_coding"
"FBgn0004465" "FBgn0004465" 16610662 16612199 "3L" "protein_coding"
"FBgn0004507" "FBgn0004507" 2130813 2137296 "2L" "protein_coding"
"FBgn0004509" "FBgn0004509" 25347431 25473058 "3R" "protein_coding"
"FBgn0004510" "FBgn0004510" 26910775 26912886 "3R" "protein_coding"
"FBgn0004512" "FBgn0004512" 12940323 12946347 "2R" "protein_coding"
"FBgn0004554" "FBgn0004554" 17610856 17611511 "3R" "protein_coding"
"FBgn0004556" "FBgn0004556" 16728496 16730818 "3L" "protein_coding"
"FBgn0004569" "FBgn0004569" 16470386 16483650 "3L" "protein_coding"
"FBgn0004574" "FBgn0004574" 4136359 4138996 "3L" "protein_coding"
"FBgn0004583" "FBgn0004583" 431227 448701 "2L" "protein_coding"
"FBgn0004584" "FBgn0004584" 2969773 2972508 "2L" "protein_coding"
"FBgn0004587" "FBgn0004587" 13661311 13666891 "3R" "protein_coding"
"FBgn0004588" "FBgn0004588" 15649126 15649661 "3L" "protein_coding"
"FBgn0004589" "FBgn0004589" 15649936 15650541 "3L" "protein_coding"
"FBgn0004591" "FBgn0004591" 15652537 15653096 "3L" "protein_coding"
"FBgn0004592" "FBgn0004592" 15654472 15656010 "3L" "protein_coding"
"FBgn0004594" "FBgn0004594" 15657628 15658149 "3L" "protein_coding"
"FBgn0004597" "FBgn0004597" 14889004 14890205 "3R" "protein_coding"
"FBgn0004607" "FBgn0004607" 501810 540874 "4" "protein_coding"
"FBgn0004611" "FBgn0004611" 305935 355566 "2L" "protein_coding"
"FBgn0004629" "FBgn0004629" 14569103 14569644 "3R" "protein_coding"
"FBgn0004635" "FBgn0004635" 1463811 1468944 "3L" "protein_coding"
"FBgn0004636" "FBgn0004636" 1859115 1862239 "3L" "protein_coding"
"FBgn0004638" "FBgn0004638" 13495222 13502841 "2R" "protein_coding"
"FBgn0004652" "FBgn0004652" 18414273 18545586 "3R" "protein_coding"
"FBgn0004698" "FBgn0004698" 15311510 15318239 "2R" "protein_coding"
"FBgn0004795" "FBgn0004795" 23632610 23654820 "2R" "protein_coding"
"FBgn0004797" "FBgn0004797" 16816660 16826964 "2L" "protein_coding"
"FBgn0004811" "FBgn0004811" 19792773 19795851 "2L" "protein_coding"
"FBgn0004837" "FBgn0004837" 15039488 15043334 "2L" "protein_coding"
"FBgn0004838" "FBgn0004838" 6920704 6932057 "2L" "protein_coding"
"FBgn0004852" "FBgn0004852" 19939287 19977960 "3L" "protein_coding"
"FBgn0004855" "FBgn0004855" 14309089 14310178 "3R" "protein_coding"
"FBgn0004858" "FBgn0004858" 14390628 14409549 "2L" "protein_coding"
"FBgn0004859" "FBgn0004859" 47710 57041 "4" "protein_coding"
"FBgn0004865" "FBgn0004865" 21226609 21266503 "3L" "protein_coding"
"FBgn0004867" "FBgn0004867" 9896265 9897552 "2L" "protein_coding"
"FBgn0004868" "FBgn0004868" 9491176 9494876 "2L" "protein_coding"
"FBgn0004875" "FBgn0004875" 3818679 3842326 "3L" "protein_coding"
"FBgn0004876" "FBgn0004876" 19044882 19094270 "3R" "protein_coding"
"FBgn0004882" "FBgn0004882" 23260610 23280856 "3R" "protein_coding"
"FBgn0004885" "FBgn0004885" 24719697 24749125 "3R" "protein_coding"
"FBgn0004888" "FBgn0004888" 3814211 3818383 "3L" "protein_coding"
"FBgn0004889" "FBgn0004889" 10126129 10139772 "3R" "protein_coding"
"FBgn0004893" "FBgn0004893" 3771700 3784121 "2L" "protein_coding"
"FBgn0004901" "FBgn0004901" 7909598 7911779 "3R" "protein_coding"
"FBgn0004903" "FBgn0004903" 26872129 26875742 "3R" "protein_coding"
"FBgn0004907" "FBgn0004907" 10099677 10109687 "2R" "protein_coding"
"FBgn0004908" "FBgn0004908" 8341100 8341872 "3R" "protein_coding"
"FBgn0004910" "FBgn0004910" 3909973 3935617 "3L" "protein_coding"
"FBgn0004913" "FBgn0004913" 4906622 4910081 "3R" "protein_coding"
"FBgn0004914" "FBgn0004914" 8687226 8709611 "2L" "protein_coding"
"FBgn0004915" "FBgn0004915" 10431338 10433116 "2L" "protein_coding"
"FBgn0004919" "FBgn0004919" 25072627 25084347 "2R" "protein_coding"
"FBgn0004921" "FBgn0004921" 8901404 8904791 "2R" "protein_coding"
"FBgn0004926" "FBgn0004926" 12525093 12526731 "3L" "protein_coding"
"FBgn0005198" "FBgn0005198" 20129181 20139010 "3L" "protein_coding"
"FBgn0005278" "FBgn0005278" 106903 114432 "2L" "protein_coding"
"FBgn0005322" "FBgn0005322" 10302173 10303947 "2L" "protein_coding"
"FBgn0005355" "FBgn0005355" 12689873 12691468 "3R" "protein_coding"
"FBgn0005386" "FBgn0005386" 19590773 19598755 "3L" "protein_coding"
"FBgn0005533" "FBgn0005533" 9428795 9429821 "3L" "protein_coding"
"FBgn0005536" "FBgn0005536" 16051959 16082026 "3L" "protein_coding"
"FBgn0005585" "FBgn0005585" 9628691 9630851 "3R" "protein_coding"
"FBgn0005593" "FBgn0005593" 10201004 10202321 "2L" "protein_coding"
"FBgn0005596" "FBgn0005596" 29118330 29122879 "3R" "protein_coding"
"FBgn0005612" "FBgn0005612" 23978801 23985177 "2R" "protein_coding"
"FBgn0005616" "FBgn0005616" 3462218 3466112 "2L" "protein_coding"
"FBgn0005617" "FBgn0005617" 18683720 18688800 "2L" "protein_coding"
"FBgn0005624" "FBgn0005624" 12965997 12980994 "2R" "protein_coding"
"FBgn0005626" "FBgn0005626" 6713356 6719525 "3L" "protein_coding"
"FBgn0005631" "FBgn0005631" 22692524 22700970 "2R" "protein_coding"
"FBgn0005632" "FBgn0005632" 31777020 31790681 "3R" "protein_coding"
"FBgn0005636" "FBgn0005636" 24275734 24291084 "2R" "protein_coding"
"FBgn0005640" "FBgn0005640" 3515751 3610521 "3L" "protein_coding"
"FBgn0005642" "FBgn0005642" 28807983 28811337 "3R" "protein_coding"
"FBgn0005648" "FBgn0005648" 8131431 8134374 "2R" "protein_coding"
"FBgn0005649" "FBgn0005649" 24043056 24048265 "3R" "protein_coding"
"FBgn0005654" "FBgn0005654" 13202728 13206547 "2R" "protein_coding"
"FBgn0005655" "FBgn0005655" 20261754 20262883 "2R" "protein_coding"
"FBgn0005660" "FBgn0005660" 544925 552923 "2L" "protein_coding"
"FBgn0005671" "FBgn0005671" 12623762 12627829 "3R" "protein_coding"
"FBgn0005672" "FBgn0005672" 19567900 19577315 "2L" "protein_coding"
"FBgn0005674" "FBgn0005674" 23952136 23958391 "3R" "protein_coding"
"FBgn0005683" "FBgn0005683" 10420625 10422780 "2L" "protein_coding"
"FBgn0005694" "FBgn0005694" 21433422 21438639 "3L" "protein_coding"
"FBgn0005695" "FBgn0005695" 8724258 8728999 "2R" "protein_coding"
"FBgn0005696" "FBgn0005696" 27239163 27241228 "3R" "protein_coding"
"FBgn0005771" "FBgn0005771" 14490859 14494019 "2L" "protein_coding"
"FBgn0005777" "FBgn0005777" 9747875 9751094 "3R" "protein_coding"
"FBgn0010038" "FBgn0010038" 12371971 12372704 "3R" "protein_coding"
"FBgn0010039" "FBgn0010039" 12373068 12373813 "3R" "protein_coding"
"FBgn0010040" "FBgn0010040" 12374100 12374824 "3R" "protein_coding"
"FBgn0010041" "FBgn0010041" 12375733 12376572 "3R" "protein_coding"
"FBgn0010042" "FBgn0010042" 12377128 12377907 "3R" "protein_coding"
"FBgn0010043" "FBgn0010043" 12378500 12379255 "3R" "protein_coding"
"FBgn0010051" "FBgn0010051" 5517117 5539411 "3R" "protein_coding"
"FBgn0010053" "FBgn0010053" 18853434 18855087 "2R" "protein_coding"
"FBgn0010078" "FBgn0010078" 22854383 22855694 "2R" "protein_coding"
"FBgn0010100" "FBgn0010100" 21168570 21173185 "2L" "protein_coding"
"FBgn0010105" "FBgn0010105" 15721511 15728430 "3L" "protein_coding"
"FBgn0010113" "FBgn0010113" 30277932 30372382 "3R" "protein_coding"
"FBgn0010173" "FBgn0010173" 8262120 8264451 "3R" "protein_coding"
"FBgn0010213" "FBgn0010213" 16772785 16773915 "2R" "protein_coding"
"FBgn0010215" "FBgn0010215" 23318646 23338100 "3L" "protein_coding"
"FBgn0010217" "FBgn0010217" 1031484 1034917 "4" "protein_coding"
"FBgn0010220" "FBgn0010220" 9087834 9089802 "2R" "protein_coding"
"FBgn0010222" "FBgn0010222" 9042508 9050555 "3R" "protein_coding"
"FBgn0010223" "FBgn0010223" 16662557 16667934 "3L" "protein_coding"
"FBgn0010225" "FBgn0010225" 4235217 4241057 "3R" "protein_coding"
"FBgn0010226" "FBgn0010226" 17093246 17099501 "2R" "protein_coding"
"FBgn0010228" "FBgn0010228" 21697488 21707861 "2R" "protein_coding"
"FBgn0010235" "FBgn0010235" 12746616 12750056 "3L" "protein_coding"
"FBgn0010238" "FBgn0010238" 12453190 12465630 "2R" "protein_coding"
"FBgn0010246" "FBgn0010246" 1318480 1329617 "3L" "protein_coding"
"FBgn0010247" "FBgn0010247" 3461351 3587054 "3R" "protein_coding"
"FBgn0010263" "FBgn0010263" 2954762 2968434 "2L" "protein_coding"
"FBgn0010265" "FBgn0010265" 8363477 8364662 "2L" "protein_coding"
"FBgn0010278" "FBgn0010278" 23806361 23809004 "2R" "protein_coding"
"FBgn0010280" "FBgn0010280" 16113212 16121651 "3L" "protein_coding"
"FBgn0010282" "FBgn0010282" 6380467 6382604 "3R" "protein_coding"
"FBgn0010287" "FBgn0010287" 8072895 8073948 "2L" "protein_coding"
"FBgn0010288" "FBgn0010288" 2212738 2214211 "2L" "protein_coding"
"FBgn0010300" "FBgn0010300" 19133816 19179758 "2L" "protein_coding"
"FBgn0010309" "FBgn0010309" 19186043 19189938 "2L" "protein_coding"
"FBgn0010313" "FBgn0010313" 5077779 5087072 "3R" "protein_coding"
"FBgn0010316" "FBgn0010316" 9712321 9716256 "2R" "protein_coding"
"FBgn0010328" "FBgn0010328" 27256595 27264055 "3R" "protein_coding"
"FBgn0010333" "FBgn0010333" 1300879 1302683 "3L" "protein_coding"
"FBgn0010339" "FBgn0010339" 12037298 12038851 "2R" "protein_coding"
"FBgn0010340" "FBgn0010340" 14124163 14125548 "3R" "protein_coding"
"FBgn0010342" "FBgn0010342" 9590867 9592744 "2R" "protein_coding"
"FBgn0010348" "FBgn0010348" 22868380 22872231 "3L" "protein_coding"
"FBgn0010350" "FBgn0010350" 8127762 8131675 "3L" "protein_coding"
"FBgn0010352" "FBgn0010352" 16954822 16968724 "3L" "protein_coding"
"FBgn0010355" "FBgn0010355" 6646889 6656048 "3R" "protein_coding"
"FBgn0010356" "FBgn0010356" 10877312 10879673 "2R" "protein_coding"
"FBgn0010379" "FBgn0010379" 16099228 16105670 "3R" "protein_coding"
"FBgn0010382" "FBgn0010382" 15727581 15748150 "2L" "protein_coding"
"FBgn0010385" "FBgn0010385" 10054178 10054576 "2R" "protein_coding"
"FBgn0010387" "FBgn0010387" 7131863 7133463 "3L" "protein_coding"
"FBgn0010388" "FBgn0010388" 14745961 14746714 "2R" "protein_coding"
"FBgn0010397" "FBgn0010397" 14570810 14575771 "2R" "protein_coding"
"FBgn0010398" "FBgn0010398" 10517335 10519269 "2L" "protein_coding"
"FBgn0010406" "FBgn0010406" 7970588 7972449 "3L" "protein_coding"
"FBgn0010408" "FBgn0010408" 9509793 9511531 "3L" "protein_coding"
"FBgn0010409" "FBgn0010409" 17546406 17547462 "2R" "protein_coding"
"FBgn0010411" "FBgn0010411" 20263979 20264848 "2R" "protein_coding"
"FBgn0010415" "FBgn0010415" 21392402 21481176 "2R" "protein_coding"
"FBgn0010417" "FBgn0010417" 19599088 19601382 "3L" "protein_coding"
"FBgn0010421" "FBgn0010421" 10766622 10767804 "3R" "protein_coding"
"FBgn0010422" "FBgn0010422" 15058919 15060757 "2L" "protein_coding"
"FBgn0010424" "FBgn0010424" 17046063 17048390 "3L" "protein_coding"
"FBgn0010434" "FBgn0010434" 19229063 19243751 "2R" "protein_coding"
"FBgn0010435" "FBgn0010435" 24976456 24986070 "2R" "protein_coding"
"FBgn0010438" "FBgn0010438" 16204194 16205250 "3R" "protein_coding"
"FBgn0010441" "FBgn0010441" 27251131 27253182 "3R" "protein_coding"
"FBgn0010470" "FBgn0010470" 21487167 21497929 "2R" "protein_coding"
"FBgn0010488" "FBgn0010488" 12915994 12923734 "2R" "protein_coding"
"FBgn0010497" "FBgn0010497" 12027438 12034122 "2L" "protein_coding"
"FBgn0010501" "FBgn0010501" 23551313 23553547 "2R" "protein_coding"
"FBgn0010504" "FBgn0010504" 8146918 8156654 "2R" "protein_coding"
"FBgn0010516" "FBgn0010516" 11688569 11690863 "2R" "protein_coding"
"FBgn0010520" "FBgn0010520" 9895287 9896104 "2L" "protein_coding"
"FBgn0010531" "FBgn0010531" 10121486 10122574 "2R" "protein_coding"
"FBgn0010548" "FBgn0010548" 7466879 7477162 "2R" "protein_coding"
"FBgn0010551" "FBgn0010551" 18819467 18822250 "2R" "protein_coding"
"FBgn0010583" "FBgn0010583" 825969 833241 "2L" "protein_coding"
"FBgn0010590" "FBgn0010590" 16013805 16014787 "2R" "protein_coding"
"FBgn0010591" "FBgn0010591" 17088441 17091958 "2R" "protein_coding"
"FBgn0010602" "FBgn0010602" 540599 542580 "2L" "protein_coding"
"FBgn0010607" "FBgn0010607" 4970135 4973921 "2L" "protein_coding"
"FBgn0010611" "FBgn0010611" 16336090 16341242 "2R" "protein_coding"
"FBgn0010612" "FBgn0010612" 10975522 10976399 "2L" "protein_coding"
"FBgn0010620" "FBgn0010620" 17394593 17405171 "2R" "protein_coding"
"FBgn0010621" "FBgn0010621" 12174802 12177516 "2R" "protein_coding"
"FBgn0010622" "FBgn0010622" 23061420 23062593 "2R" "protein_coding"
"FBgn0010638" "FBgn0010638" 14618771 14619681 "2R" "protein_coding"
"FBgn0010651" "FBgn0010651" 18796975 18803727 "2R" "protein_coding"
"FBgn0010660" "FBgn0010660" 22918937 22924742 "2R" "protein_coding"
"FBgn0010741" "FBgn0010741" 11073292 11074388 "3L" "protein_coding"
"FBgn0010747" "FBgn0010747" 5152678 5154777 "3L" "protein_coding"
"FBgn0010750" "FBgn0010750" 4750035 4777490 "3R" "protein_coding"
"FBgn0010762" "FBgn0010762" 10664739 10690734 "3L" "protein_coding"
"FBgn0010770" "FBgn0010770" 21116254 21117899 "3R" "protein_coding"
"FBgn0010772" "FBgn0010772" 5665139 5669334 "3R" "protein_coding"
"FBgn0010774" "FBgn0010774" 7077904 7080387 "3R" "protein_coding"
"FBgn0010786" "FBgn0010786" 1334889 1339415 "3L" "protein_coding"
"FBgn0010803" "FBgn0010803" 9265027 9266904 "3R" "protein_coding"
"FBgn0010808" "FBgn0010808" 31052616 31053915 "3R" "protein_coding"
"FBgn0010812" "FBgn0010812" 8033301 8037403 "3R" "protein_coding"
"FBgn0010825" "FBgn0010825" 8449922 8472669 "3L" "protein_coding"
"FBgn0010830" "FBgn0010830" 22738602 22741388 "3L" "protein_coding"
"FBgn0010877" "FBgn0010877" 18288866 18298879 "3R" "protein_coding"
"FBgn0010894" "FBgn0010894" 5559470 5561598 "3L" "protein_coding"
"FBgn0010905" "FBgn0010905" 2505245 2554292 "3L" "protein_coding"
"FBgn0010909" "FBgn0010909" 2554847 2586540 "3L" "protein_coding"
"FBgn0010926" "FBgn0010926" 17535533 17539963 "3R" "protein_coding"
"FBgn0011016" "FBgn0011016" 16129617 16130983 "3L" "protein_coding"
"FBgn0011020" "FBgn0011020" 7151367 7154219 "3R" "protein_coding"
"FBgn0011202" "FBgn0011202" 20758144 20768053 "2L" "protein_coding"
"FBgn0011204" "FBgn0011204" 1503226 1517271 "3L" "protein_coding"
"FBgn0011205" "FBgn0011205" 20384429 20391913 "3L" "protein_coding"
"FBgn0011207" "FBgn0011207" 9700810 9708883 "2L" "protein_coding"
"FBgn0011211" "FBgn0011211" 22799099 22802180 "2R" "protein_coding"
"FBgn0011217" "FBgn0011217" 14732414 14741319 "3R" "protein_coding"
"FBgn0011224" "FBgn0011224" 31846987 32015520 "3R" "protein_coding"
"FBgn0011225" "FBgn0011225" 24252826 24271233 "3R" "protein_coding"
"FBgn0011227" "FBgn0011227" 12757133 12757529 "2R" "protein_coding"
"FBgn0011230" "FBgn0011230" 8054322 8071624 "2L" "protein_coding"
"FBgn0011232" "FBgn0011232" 9431405 9435341 "2L" "protein_coding"
"FBgn0011236" "FBgn0011236" 23870273 23877442 "2R" "protein_coding"
"FBgn0011260" "FBgn0011260" 16500178 16533459 "2R" "protein_coding"
"FBgn0011272" "FBgn0011272" 9967313 9968645 "2L" "protein_coding"
"FBgn0011274" "FBgn0011274" 17413248 17433161 "2L" "protein_coding"
"FBgn0011284" "FBgn0011284" 13041756 13044234 "3L" "protein_coding"
"FBgn0011289" "FBgn0011289" 27251112 27256463 "3R" "protein_coding"
"FBgn0011290" "FBgn0011290" 11678386 11679690 "3R" "protein_coding"
"FBgn0011291" "FBgn0011291" 9762424 9763262 "2L" "protein_coding"
"FBgn0011296" "FBgn0011296" 23684651 23685543 "2R" "protein_coding"
"FBgn0011297" "FBgn0011297" 23705439 23709792 "2R" "protein_coding"
"FBgn0011300" "FBgn0011300" 8952339 8962796 "2R" "protein_coding"
"FBgn0011305" "FBgn0011305" 10261795 10263554 "2L" "protein_coding"
"FBgn0011327" "FBgn0011327" 9475493 9476965 "3L" "protein_coding"
"FBgn0011335" "FBgn0011335" 12116101 12118055 "3L" "protein_coding"
"FBgn0011336" "FBgn0011336" 25066712 25069637 "3R" "protein_coding"
"FBgn0011361" "FBgn0011361" 1329949 1331631 "3L" "protein_coding"
"FBgn0011455" "FBgn0011455" 12137496 12138584 "3L" "protein_coding"
"FBgn0011474" "FBgn0011474" 14316038 14320494 "3R" "protein_coding"
"FBgn0011476" "FBgn0011476" 15277981 15278668 "3R" "protein_coding"
"FBgn0011481" "FBgn0011481" 18192494 18199595 "3R" "protein_coding"
"FBgn0011509" "FBgn0011509" 8718949 8720225 "3L" "protein_coding"
"FBgn0011570" "FBgn0011570" 1704902 1706962 "2L" "protein_coding"
"FBgn0011573" "FBgn0011573" 1795392 1797307 "3L" "protein_coding"
"FBgn0011584" "FBgn0011584" 10009381 10013170 "2L" "protein_coding"
"FBgn0011603" "FBgn0011603" 4468000 4477022 "2L" "protein_coding"
"FBgn0011604" "FBgn0011604" 12636671 12640628 "2R" "protein_coding"
"FBgn0011638" "FBgn0011638" 20348393 20350012 "2L" "protein_coding"
"FBgn0011640" "FBgn0011640" 7339266 7341893 "3L" "protein_coding"
"FBgn0011642" "FBgn0011642" 1057365 1065001 "4" "protein_coding"
"FBgn0011648" "FBgn0011648" 3146056 3159643 "2L" "protein_coding"
"FBgn0011655" "FBgn0011655" 31611046 31615375 "3R" "protein_coding"
"FBgn0011656" "FBgn0011656" 9913496 9958858 "2R" "protein_coding"
"FBgn0011659" "FBgn0011659" 8170274 8172401 "2R" "protein_coding"
"FBgn0011672" "FBgn0011672" 21051383 21060800 "3R" "protein_coding"
"FBgn0011674" "FBgn0011674" 20821262 20836028 "2R" "protein_coding"
"FBgn0011676" "FBgn0011676" 10804274 10837511 "2L" "protein_coding"
"FBgn0011695" "FBgn0011695" 24026172 24027518 "2R" "protein_coding"
"FBgn0011703" "FBgn0011703" 10325026 10327943 "2L" "protein_coding"
"FBgn0011704" "FBgn0011704" 11983145 11985393 "2R" "protein_coding"
"FBgn0011705" "FBgn0011705" 8985936 8989539 "2L" "protein_coding"
"FBgn0011706" "FBgn0011706" 18397535 18398435 "3L" "protein_coding"
"FBgn0011708" "FBgn0011708" 16307346 16309274 "2L" "protein_coding"
"FBgn0011715" "FBgn0011715" 5470926 5472754 "3R" "protein_coding"
"FBgn0011722" "FBgn0011722" 6415179 6423310 "2L" "protein_coding"
"FBgn0011725" "FBgn0011725" 24196893 24221965 "3R" "protein_coding"
"FBgn0011726" "FBgn0011726" 24044453 24046805 "2R" "protein_coding"
"FBgn0011737" "FBgn0011737" 6911090 6914138 "2L" "protein_coding"
"FBgn0011739" "FBgn0011739" 30789625 30806619 "3R" "protein_coding"
"FBgn0011740" "FBgn0011740" 9412548 9417264 "3R" "protein_coding"
"FBgn0011745" "FBgn0011745" 12691743 12694232 "3R" "protein_coding"
"FBgn0011747" "FBgn0011747" 115074 129849 "4" "protein_coding"
"FBgn0011762" "FBgn0011762" 8340314 8344404 "3L" "protein_coding"
"FBgn0011763" "FBgn0011763" 13222433 13228202 "2R" "protein_coding"
"FBgn0011766" "FBgn0011766" 21620304 21660871 "3R" "protein_coding"
"FBgn0011768" "FBgn0011768" 10870906 10872381 "3R" "protein_coding"
"FBgn0011769" "FBgn0011769" 9370195 9371238 "3L" "protein_coding"
"FBgn0011771" "FBgn0011771" 22284354 22288195 "3L" "protein_coding"
"FBgn0011774" "FBgn0011774" 11410047 11412440 "3R" "protein_coding"
"FBgn0011785" "FBgn0011785" 24319000 24328619 "3R" "protein_coding"
"FBgn0011787" "FBgn0011787" 8956791 8957584 "3L" "protein_coding"
"FBgn0011802" "FBgn0011802" 10459081 10463101 "3L" "protein_coding"
"FBgn0011817" "FBgn0011817" 7979046 8054147 "3L" "protein_coding"
"FBgn0011818" "FBgn0011818" 2492955 2498846 "2L" "protein_coding"
"FBgn0011824" "FBgn0011824" 21095958 21097305 "2R" "protein_coding"
"FBgn0011828" "FBgn0011828" 2601455 2630064 "3L" "protein_coding"
"FBgn0011836" "FBgn0011836" 9884411 9888683 "3L" "protein_coding"
"FBgn0012034" "FBgn0012034" 21270722 21280243 "3L" "protein_coding"
"FBgn0012036" "FBgn0012036" 9387389 9391567 "2L" "protein_coding"
"FBgn0012037" "FBgn0012037" 13905645 13909212 "2L" "protein_coding"
"FBgn0012042" "FBgn0012042" 14747362 14748215 "2R" "protein_coding"
"FBgn0012051" "FBgn0012051" 19425113 19430564 "2R" "protein_coding"
"FBgn0012058" "FBgn0012058" 7245481 7249340 "3L" "protein_coding"
"FBgn0013263" "FBgn0013263" 14747929 14761049 "3L" "protein_coding"
"FBgn0013269" "FBgn0013269" 15331584 15333133 "3R" "protein_coding"
"FBgn0013272" "FBgn0013272" 22317662 22329416 "2R" "protein_coding"
"FBgn0013275" "FBgn0013275" 11954163 11956544 "3R" "protein_coding"
"FBgn0013276" "FBgn0013276" 11958535 11960909 "3R" "protein_coding"
"FBgn0013277" "FBgn0013277" 12465453 12467776 "3R" "protein_coding"
"FBgn0013278" "FBgn0013278" 12505793 12508139 "3R" "protein_coding"
"FBgn0013279" "FBgn0013279" 12509076 12511461 "3R" "protein_coding"
"FBgn0013303" "FBgn0013303" 19991887 19997568 "3L" "protein_coding"
"FBgn0013305" "FBgn0013305" 12877094 12880230 "2R" "protein_coding"
